Unidad,Sitio,Año,S,N,J,H,L
1793,Los Hornos,2007,10,86,0.748354297,1.723149449,0.782763338
1794,Los Hornos,2007,12,86,0.860782551,2.138964285,0.856087551
1795,San Diego,2007,20,149,0.744433395,2.230123147,0.809813169
1796,San Diego,2007,18,130,0.842564082,2.435323427,0.889206917
1797,San Diego,2007,17,305,0.911991536,2.58386659,0.915142364
1798,San Diego,2007,17,432,0.462372759,1.310000671,0.527090315
1799,San Diego,2007,26,214,0.793433736,2.58508371,0.892062656
1800,San Evaristo,2007,23,471,0.543985401,1.705663079,0.682947102
1801,San Evaristo,2007,14,133,0.639904082,1.688743557,0.766689451
1802,San Evaristo,2007,15,180,0.778152018,2.107274728,0.846865301
1803,San Evaristo,2007,13,460,0.374920207,0.961651344,0.40844937
1804,San Evaristo,2007,17,289,0.476566978,1.350215921,0.512134756
1805,San Francisquito,2007,8,97,0.652756275,1.357368514,0.652920962
1806,San Francisquito,2007,15,195,0.565444866,1.531253082,0.681681205
1807,San Francisquito,2007,10,109,0.836836563,1.926887396,0.8248386
1808,San Francisquito,2007,13,153,0.766987806,1.967284881,0.782335741
1809,San Francisquito,2007,12,99,0.530486366,1.318209097,0.585652443
1810,Playa Luces,2007,11,250,0.743488734,1.782808122,0.774907631
1811,Playa Luces,2007,14,507,0.320680107,0.846293186,0.453227931
1812,Playa Luces,2007,16,407,0.411353623,1.140514417,0.447029206
1813,Playa Luces,2007,23,114,0.723817287,2.269524917,0.823164105
1814,Playa Luces,2007,17,264,0.595804198,1.688040405,0.720733956
1815,Los Balcones,2007,12,139,0.789771923,1.962509504,0.814096549
1816,Los Balcones,2007,20,168,0.673334675,2.017130416,0.787924152
1817,Los Balcones,2007,15,233,0.724513771,1.962019662,0.765502442
1818,Los Balcones,2007,16,80,0.90119604,2.498645976,0.90664557
1819,Los Balcones,2007,17,436,0.356099468,1.008905765,0.385110197
1820,Los Balcones,2007,14,223,0.52020682,1.372855622,0.536621824
1821,Los Balcones,2007,15,79,0.909903933,2.464065528,0.916260954
1822,Los Balcones,2007,20,99,0.831107133,2.489774462,0.88827046
1823,Los Balcones,2007,16,121,0.738896296,2.048655539,0.810606061
1824,Los Balcones,2007,16,141,0.666323201,1.847440192,0.762917933
1825,Playa Jaramillo,2007,14,51,0.858788945,2.26639326,0.880784314
1826,Playa Jaramillo,2007,12,84,0.730850232,1.816094601,0.790877797
1827,Playa Jaramillo,2007,15,182,0.665418183,1.801985845,0.71902131
1828,Playa Jaramillo,2007,10,105,0.785917883,1.809642801,0.781135531
1829,Playa Jaramillo,2007,14,59,0.792063932,2.090302125,0.843950906
1830,Seco Norte,2008,14,190,0.813847619,2.147790523,0.842717906
1831,Seco Norte,2008,15,288,0.711268931,1.926151971,0.787746806
1832,Seco Norte,2008,8,101,0.685842785,1.426169978,0.681782178
1833,Seco Norte,2008,14,188,0.703489454,1.856548999,0.793491865
1834,Seco Sur,2008,11,253,0.67232377,1.61216199,0.694334651
1835,Seco Sur,2008,20,581,0.485251522,1.453683645,0.635129681
1836,Seco Sur,2008,15,117,0.788532155,2.135384661,0.834364869
1837,Seco Sur,2008,23,509,0.710023636,2.226275003,0.825340717
1838,Barra Cosme,2008,21,130,0.811949172,2.471997471,0.886344663
1839,Barra Cosme,2008,5,37,0.460277501,0.74078806,0.342342342
1840,Barra Cosme,2008,20,181,0.871486584,2.610740485,0.913996317
1841,Barra Cosme,2008,9,40,0.765901678,1.682857991,0.782051282
1842,Barra Cosme,2008,12,102,0.603318632,1.49919048,0.595612502
1843,Barra Cosme,2008,8,22,0.801336586,1.666332585,0.770562771
1844,Barra Cosme,2008,8,61,0.620444042,1.290177114,0.601092896
1845,Barra Cosme,2008,15,98,0.763810221,2.068436423,0.832947612
1846,Barra Cosme,2008,7,175,0.287848705,0.560127716,0.240525452
1847,Botafuego,2008,19,179,0.608692072,1.792256662,0.670579374
1848,Botafuego,2008,11,24,0.912655192,2.188451572,0.902173913
1849,Botafuego,2008,16,88,0.793791505,2.200857376,0.848746082
1850,Botafuego,2008,16,140,0.831380098,2.305075083,0.854676259
1851,Botafuego,2008,14,93,0.632665252,1.66963987,0.659186536
1852,Botafuego,2008,18,284,0.589722736,1.70451794,0.72893545
1853,Botafuego,2008,13,50,0.850677245,2.181944054,0.87755102
1854,Botafuego,2008,13,61,0.913542958,2.343191422,0.9
1855,Botafuego,2008,10,80,0.851478739,1.96060225,0.844620253
1856,Botafuego,2008,10,52,0.770652074,1.774491978,0.757164404
1857,Carrizal,2008,14,131,0.63179249,1.667336603,0.740223136
1858,Carrizal,2008,13,93,0.814633169,2.089492824,0.847826087
1859,Carrizal,2008,12,48,0.819573506,2.036563656,0.846631206
1860,Carrizal,2008,16,80,0.837395443,2.32175316,0.868987342
1861,Carrizal,2008,17,42,0.866928465,2.456193296,0.895470383
1862,Carrizal,2008,10,41,0.837949988,1.929451151,0.837804878
1863,Carrizal,2008,14,65,0.892548579,2.355486869,0.895673077
1864,Carrizal,2008,22,213,0.716248121,2.213953348,0.826468243
1865,Carrizal,2008,10,134,0.710412372,1.635784938,0.734709909
1866,Carrizal,2008,8,51,0.767746416,1.596483792,0.757647059
1867,Cayo,2008,14,69,0.782023558,2.063805004,0.823529412
1868,Cayo,2008,11,102,0.815382914,1.955202836,0.839060377
1869,Cayo,2008,15,219,0.535579636,1.450376542,0.597210004
1870,Cayo,2008,14,144,0.709416847,1.872191731,0.775835276
1871,Cayo,2008,8,55,0.772752712,1.606894091,0.76969697
1872,Cayo,2008,13,83,0.641687219,1.645895221,0.726711725
1873,Cayo,2008,10,66,0.716324864,1.649398953,0.740792541
1874,Cayo,2008,11,141,0.669075144,1.604372126,0.729078014
1875,Cayo,2008,21,399,0.516005012,1.570988838,0.699235526
1876,Cayo,2008,15,107,0.694174912,1.879860511,0.780285664
1877,Cobre,2008,9,37,0.639734109,1.405639508,0.629129129
1878,Cobre,2008,12,83,0.754980875,1.876056996,0.808698207
1879,Cobre,2008,18,188,0.813315264,2.350783469,0.873364433
1880,Cobre,2008,10,116,0.76196216,1.754482711,0.760869565
1881,Cobre,2008,9,128,0.49494172,1.087498111,0.477977362
1882,Cobre,2008,15,96,0.765238146,2.072303316,0.824780702
1883,Cobre,2008,9,155,0.518965499,1.140283749,0.542521994
1884,Cobre,2008,7,38,0.558022068,1.085860805,0.490753912
1885,Cobre,2008,13,51,0.865618023,2.220266393,0.876078431
1886,Cobre,2008,10,86,0.758786912,1.747171432,0.790697674
1887,Pardito Norte,2008,9,47,0.775960127,1.704958662,0.768732655
1888,Pardito Norte,2008,9,90,0.6422963,1.411269217,0.690387016
1889,Pardito Norte,2008,19,155,0.801511107,2.360000545,0.878927524
1890,Pardito Norte,2008,13,51,0.769447658,1.973594276,0.790588235
1891,Pardito Norte,2008,18,106,0.749150952,2.165324753,0.818508535
1892,Pardito Norte,2008,9,55,0.781172215,1.71641079,0.781144781
1893,Pardito Norte,2008,15,46,0.874420236,2.367973895,0.89178744
1894,Pardito Norte,2008,17,60,0.740426609,2.097786549,0.796610169
1895,Pardito Norte,2008,10,43,0.825658461,1.901148863,0.831672204
1896,Pardito Norte,2008,7,38,0.643093704,1.251402565,0.644381223
1897,Pardo Sur,2008,17,240,0.498225181,1.41157823,0.582252441
1898,Pardo Sur,2008,21,93,0.856107411,2.606438222,0.911173446
1899,Pardo Sur,2008,16,143,0.84173901,2.333796086,0.88496011
1900,Pardo Sur,2008,7,44,0.838437753,1.631524532,0.782241015
1901,Pardo Sur,2008,18,224,0.818034227,2.364423027,0.884609225
1902,Majahua,2008,17,189,0.772557007,2.188818822,0.855060227
1903,Majahua,2008,24,302,0.443366881,1.409043816,0.5782051
1904,Majahua,2008,13,57,0.832005586,2.134052194,0.864035088
1905,Majahua,2008,16,129,0.708873224,1.965413905,0.815043605
1906,Majahua,2008,10,106,0.549144414,1.264451743,0.610422282
1907,Majahua,2008,20,273,0.555273821,1.663451707,0.712427279
1908,Majahua,2008,18,282,0.747120851,2.159457008,0.824537493
1909,Majahua,2008,11,83,0.804518421,1.929150918,0.821334117
1910,Majahua,2008,11,129,0.803167145,1.9259107,0.800145349
1911,Majahua,2008,19,189,0.719911146,2.11973444,0.814927389
1912,Amor,2008,16,76,0.781437206,2.166603984,0.843508772
1913,Amor,2008,14,98,0.759199128,2.003570022,0.824952661
1914,Amor,2008,16,115,0.543630305,1.507263254,0.607627765
1915,Amor,2008,10,48,0.644907994,1.484955533,0.625
1916,Amor,2008,7,59,0.888083454,1.728130607,0.818819404
1917,Amor,2008,20,111,0.862982744,2.585265258,0.909254709
1918,Amor,2008,9,26,0.94011417,2.06564196,0.895384615
1919,Amor,2008,15,135,0.822868101,2.228368127,0.85395246
1920,Amor,2008,6,30,0.908816045,1.628379755,0.802298851
1921,Amor,2008,11,45,0.824853593,1.977912532,0.843434343
1922,Las Peñitas,2008,3,8,0.819448372,0.900256051,0.607142857
1923,Las Peñitas,2008,5,22,0.641106087,1.031820442,0.528138528
1924,Las Peñitas,2008,2,12,0.979868757,0.679193266,0.53030303
1925,Las Peñitas,2008,2,16,0.337290067,0.233791659,0.125
1926,Las Peñitas,2008,8,80,0.551762856,1.147358603,0.562341772
1927,Las Peñitas,2008,5,34,0.938986401,1.511240312,0.786096257
1928,Las Peñitas,2008,6,119,0.565310004,1.012899552,0.569007264
1929,Las Peñitas,2008,6,37,0.566413297,1.014876388,0.492492492
1930,Las Peñitas,2008,9,93,0.701031554,1.540323761,0.692379617
1931,Mazunte,2008,3,141,0.812078993,0.892159961,0.560081054
1932,Mazunte,2008,6,438,0.728193469,1.304747544,0.694377397
1933,Mazunte,2008,5,143,0.791609492,1.274046328,0.681571949
1934,Mazunte,2008,8,203,0.520322114,1.081979418,0.564210116
1935,Mazunte,2008,4,198,0.893513277,1.238672418,0.675024355
1936,Agua Verde,2008,9,54,0.727366546,1.598187652,0.714884696
1937,Agua Verde,2008,6,103,0.584514754,1.047309846,0.511326861
1938,Agua Verde,2008,8,19,0.87002118,1.809158184,0.842105263
1939,Agua Verde,2008,8,30,0.883512593,1.837212789,0.83908046
1940,Agua Verde,2008,8,53,0.660909985,1.374323678,0.664005806
1941,Agua Verde,2008,12,186,0.602365215,1.496821328,0.610868933
1942,Agua Verde,2008,10,70,0.585103567,1.347250751,0.596273292
1943,Agua Verde,2008,6,27,0.7932261,1.421270377,0.723646724
1944,Agua Verde,2008,9,78,0.685921963,1.507124595,0.70995671
1945,Agua Verde,2008,8,101,0.616751182,1.282498028,0.641386139
1946,Agua Verde,2008,14,122,0.78281971,2.065906094,0.829697873
1947,Agua Verde,2008,16,101,0.835480648,2.316444222,0.888316832
1948,Agua Verde,2008,9,47,0.805147445,1.769089753,0.778908418
1949,Agua Verde,2008,9,40,0.741016455,1.628179568,0.762820513
1950,Agua Verde,2008,9,88,0.879131071,1.931648395,0.844827586
1951,Agua Verde,2008,13,223,0.386538812,0.991452478,0.408192946
1952,Agua Verde,2008,6,76,0.349357077,0.625963851,0.266666667
1953,Agua Verde,2008,9,84,0.539375961,1.185130117,0.540734366
1954,Agua Verde,2008,10,135,0.83211048,1.916005187,0.830514096
1955,Agua Verde,2008,9,162,0.515100173,1.13179076,0.523042711
1956,Los Misioneros,2008,22,258,0.775201014,2.396179244,0.84637891
1957,Los Misioneros,2008,16,232,0.732845375,2.031878823,0.814449918
1958,Los Misioneros,2008,21,530,0.70394882,2.143187977,0.818860791
1959,Los Misioneros,2008,9,72,0.849335295,1.866180384,0.820031299
1960,Los Misioneros,2008,10,110,0.950293401,2.188131419,0.886738949
1961,Los Misioneros,2008,12,61,0.84379551,2.096753073,0.859016393
1962,Los Misioneros,2008,20,66,0.911357151,2.73018203,0.933799534
1963,Los Misioneros,2008,11,46,0.881768572,2.11438869,0.877294686
1964,Los Misioneros,2008,17,123,0.921254917,2.610111725,0.915367186
1965,Los Misioneros,2008,12,188,0.637575659,1.584315994,0.647684606
1966,Costa Azul,2008,12,130,0.72372338,1.79838504,0.774001193
1967,Costa Azul,2008,12,69,0.748246342,1.85932231,0.772804774
1968,Costa Azul,2008,24,312,0.550912323,1.750829019,0.705375546
1969,Costa Azul,2008,13,61,0.796399746,2.042725016,0.828415301
1970,Costa Azul,2008,17,163,0.689615148,1.95382684,0.802469136
1971,Costa Azul,2008,16,276,0.547436283,1.517815664,0.67140975
1972,Costa Azul,2008,11,96,0.755635159,1.811933976,0.793640351
1973,Costa Azul,2008,13,54,0.874819644,2.243868085,0.883298393
1974,Costa Azul,2008,10,96,0.608845351,1.401918228,0.644078947
1975,Costa Azul,2008,6,26,0.611747066,1.096103599,0.550769231
1976,La Lobera,2008,16,430,0.427161688,1.184343677,0.468618204
1977,La Lobera,2008,14,193,0.528495371,1.394729582,0.573996114
1978,La Lobera,2008,17,85,0.729311449,2.06629493,0.828571429
1979,La Lobera,2008,13,60,0.839846172,2.154162899,0.867231638
1980,La Lobera,2008,18,151,0.728236431,2.104874014,0.800618102
1981,La Lobera,2008,19,2603,0.160941722,0.47388308,0.175484859
1982,La Lobera,2008,14,130,0.662990461,1.749669836,0.733929636
1983,La Lobera,2008,10,201,0.697655962,1.606412218,0.721442786
1984,La Lobera,2008,9,50,0.604221303,1.327609896,0.605714286
1985,Siete mares,2008,21,402,0.611388027,1.861384565,0.778687609
1986,Siete mares,2008,13,224,0.700047875,1.795587347,0.75180173
1987,Siete mares,2008,20,397,0.481939943,1.44376304,0.582360125
1988,Siete mares,2008,24,407,0.627605626,1.994564462,0.745113228
1989,Siete mares,2008,18,170,0.595647211,1.721641876,0.664740689
1990,Siete mares,2008,23,156,0.729293711,2.286696211,0.820430108
1991,Siete mares,2008,20,132,0.787064104,2.357833338,0.865718251
1992,Siete mares,2008,22,130,0.747635795,2.310973981,0.84090638
1993,Siete mares,2008,10,128,0.758485455,1.746477302,0.770915354
1994,Siete mares,2008,13,59,0.884455983,2.268584804,0.891291642
1995,El Costeño,2008,12,115,0.741632352,1.842887163,0.776811594
1996,El Costeño,2008,15,363,0.622954163,1.686991146,0.671400088
1997,El Costeño,2008,11,87,0.780284321,1.871040086,0.803795777
1998,El Costeño,2008,8,30,0.875846416,1.821271422,0.827586207
1999,El Costeño,2008,11,47,0.81015561,1.942668306,0.80573543
2000,El Costeño,2008,7,26,0.803492577,1.56352436,0.763076923
2001,El Costeño,2008,20,245,0.59612159,1.785820687,0.741820007
2002,El Costeño,2008,19,140,0.727914458,2.143299705,0.831449126
2003,El Costeño,2008,12,104,0.697361012,1.732877015,0.730582524
2004,El Costeño,2008,9,67,0.669300793,1.470604152,0.684758028
2005,Tlacopanocha,2008,10,49,0.716911391,1.650749481,0.740646259
2006,Tlacopanocha,2008,17,171,0.572941515,1.623265547,0.669693842
2007,Tlacopanocha,2008,15,164,0.695194977,1.882622896,0.786697591
2008,Tlacopanocha,2008,17,100,0.835569184,2.367345761,0.882626263
2009,Tlacopanocha,2008,11,199,0.512258615,1.228342511,0.572965839
2010,Tlacopanocha,2008,14,108,0.652064986,1.720836882,0.716337833
2011,Tlacopanocha,2008,18,253,0.681862304,1.970835548,0.794403664
2012,Tlacopanocha,2008,17,375,0.656449415,1.859861242,0.791215686
2013,Tlacopanocha,2008,15,695,0.606309499,1.641916562,0.751680385
2014,Tlacopanocha,2008,11,302,0.683335942,1.638568026,0.724978548
2015,Tlacopanocha,2008,20,674,0.65507683,1.962434801,0.734996759
2016,Tlacopanocha,2008,14,211,0.488452107,1.289053114,0.53572557
2017,Tlacopanocha,2008,16,506,0.605838824,1.679741891,0.748820099
2018,Tlacopanocha,2008,25,425,0.546649028,1.75959534,0.676415094
2019,Tlacopanocha,2008,15,495,0.686505032,1.859090089,0.794479205
2020,Tlacopanocha,2008,19,214,0.65956533,1.942049868,0.74797069
2021,Tlacopanocha,2008,14,101,0.772000621,2.037353898,0.823366337
2022,Tlacopanocha,2008,10,40,0.882000752,2.030881783,0.864102564
2023,Tlacopanocha,2008,16,204,0.536598318,1.487766445,0.662416691
2024,Tlacopanocha,2008,10,42,0.805938339,1.855741606,0.81533101
2025,Los Nidos,2008,9,60,0.882438902,1.938916445,0.848587571
2026,Los Nidos,2008,6,32,0.904087012,1.619906464,0.800403226
2027,Los Nidos,2008,16,95,0.850222702,2.357317876,0.884658455
2028,Los Nidos,2008,10,48,0.807433409,1.859184131,0.821808511
2029,Los Nidos,2008,17,104,0.811502222,2.299158925,0.864637789
2030,Los Nidos,2008,7,47,0.874147419,1.701012334,0.797409806
2031,Los Nidos,2008,6,18,0.87369155,1.565445107,0.797385621
2032,Los Nidos,2008,5,117,0.661305283,1.064329794,0.606690245
2033,Los Nidos,2008,9,38,0.814090314,1.788739245,0.79374111
2034,Los Nidos,2008,9,48,0.717730924,1.577016026,0.720744681
2035,Mesa Pareja,2008,8,43,0.867576668,1.804074965,0.830564784
2036,Mesa Pareja,2008,14,153,0.712312316,1.879833039,0.800395597
2037,Mesa Pareja,2008,15,135,0.645233127,1.747323699,0.711442786
2038,Mesa Pareja,2008,26,147,0.723229654,2.356352031,0.839250769
2039,Mesa Pareja,2008,17,189,0.734583037,2.081230463,0.810649555
2040,Mesa Pareja,2008,18,243,0.714821404,2.066099598,0.839098051
2041,Mesa Pareja,2008,12,160,0.730462765,1.815131781,0.791902516
2042,Mesa Pareja,2008,13,87,0.837628361,2.148474327,0.862068966
2043,Mesa Pareja,2008,26,227,0.660747837,2.152780241,0.820708744
2044,Mesa Pareja,2008,12,87,0.495553767,1.231404852,0.510024058
2045,Manzanillo,2008,10,56,0.764085078,1.759370909,0.796103896
2046,Manzanillo,2008,14,211,0.512971947,1.353762377,0.544256376
2047,Manzanillo,2008,14,46,0.911869565,2.40647606,0.909178744
2048,Manzanillo,2008,8,48,0.837818887,1.742195397,0.783687943
2049,Manzanillo,2008,7,46,0.731600547,1.423628929,0.670531401
2050,Manzanillo,2008,7,23,0.535163458,1.041380005,0.462450593
2051,Manzanillo,2008,15,133,0.666121283,1.803889875,0.772043746
2052,Manzanillo,2008,16,128,0.666861045,1.848931411,0.768823819
2053,Manzanillo,2008,7,41,0.632557414,1.230899892,0.595121951
2054,Manzanillo,2008,8,43,0.697269203,1.449930547,0.714285714
2055,La Diana,2008,16,74,0.865629104,2.400033492,0.901517956
2056,La Diana,2008,11,32,0.784147515,1.880303619,0.810483871
2057,La Diana,2008,8,20,0.867203166,1.803298288,0.836842105
2058,La Diana,2008,9,28,0.730624958,1.605347115,0.735449735
2059,La Diana,2008,19,91,0.915632309,2.69602346,0.930647131
2060,La Diana,2008,18,237,0.72847591,2.105566196,0.81280841
2061,La Diana,2008,8,53,0.664427738,1.381638639,0.642960813
2062,La Diana,2008,13,110,0.553273738,1.41911912,0.57881568
2063,La Diana,2008,13,141,0.416931953,1.069409346,0.409118541
2064,La Diana,2008,20,90,0.816357892,2.445589685,0.880898876
2065,El Papagayo,2008,24,95,0.774778656,2.462288276,0.852631579
2066,El Papagayo,2008,20,121,0.844517497,2.529948322,0.900550964
2067,El Papagayo,2008,21,154,0.852018551,2.593989597,0.901791019
2068,El Papagayo,2008,13,125,0.726233046,1.862750985,0.806064516
2069,El Papagayo,2008,17,116,0.62142702,1.760635326,0.702548726
2070,El Papagayo,2008,8,193,0.67669004,1.40713738,0.70552677
2071,El Papagayo,2008,14,144,0.770048951,2.032203328,0.835664336
2072,El Papagayo,2008,17,96,0.810708187,2.296909255,0.871491228
2073,El Papagayo,2008,18,367,0.649450668,1.87715387,0.788389095
2074,El Papagayo,2008,13,93,0.736861602,1.890012694,0.791023843
2075,Punta Botella,2008,12,137,0.673454934,1.673472644,0.729390296
2076,Punta Botella,2008,16,316,0.227109506,0.629681255,0.213944143
2077,Punta Botella,2008,10,38,0.811287837,1.868059279,0.803698435
2078,Punta Botella,2008,14,183,0.829326648,2.18864057,0.866330391
2079,Punta Botella,2008,19,219,0.868709867,2.557863193,0.904277156
2080,Punta Botella,2008,7,19,0.891443418,1.734668795,0.830409357
2081,Punta Botella,2008,6,13,0.885035554,1.585770835,0.820512821
2082,Punta Botella,2008,9,14,0.958744661,2.106577333,0.934065934
2083,Punta Botella,2008,14,78,0.802052002,2.116661215,0.852480852
2084,Punta Botella,2008,10,23,0.851029794,1.959568517,0.85770751
2085,Punta Botella,2008,7,71,0.35228695,0.685518752,0.284507042
2086,Punta Botella,2008,11,108,0.336576636,0.807075525,0.304603669
2087,Punta Botella,2008,10,40,0.717348056,1.65175494,0.721794872
2088,Punta Botella,2008,19,224,0.591630102,1.742018735,0.722053171
2089,Punta Botella,2008,9,56,0.772204858,1.696707492,0.778571429
2090,Punta Botella,2008,3,25,0.827058241,0.908616347,0.586666667
2091,Punta Botella,2008,11,72,0.79375934,1.903351769,0.806729264
2092,Punta Botella,2008,10,73,0.772259112,1.778192319,0.77891933
2093,Punta Botella,2008,11,45,0.918862202,2.203335331,0.892929293
2094,Punta Botella,2008,8,30,0.854089127,1.776028411,0.822988506
