Unidad,Sitio,Año,S,N,J,H,L
2438,Playa Jaramillo,2009,19,114,0.828954881,2.440807062,0.880763857
2439,Playa Jaramillo,2009,9,59,0.735737529,1.616580582,0.758036236
2440,Playa Jaramillo,2009,10,107,0.775831958,1.7864191,0.783636043
2441,Seco Norte,2010,11,162,0.347265243,0.832705684,0.361552028
2442,Seco Norte,2010,14,563,0.486277869,1.283315174,0.629956448
2443,Seco Norte,2010,8,208,0.343831445,0.71497739,0.281447417
2444,Seco Sur,2010,11,335,0.406754684,0.975355134,0.42693717
2445,Seco Sur,2010,13,544,0.339382738,0.870499536,0.42404669
2446,Seco Sur,2010,12,486,0.513851221,1.276872316,0.572271011
2447,Barra Cosme,2010,13,67,0.908690418,2.330744904,0.901402081
2448,Barra Cosme,2010,11,61,0.66539936,1.59555798,0.680874317
2449,Barra Cosme,2010,15,291,0.388601615,1.052352683,0.418841095
2450,Barra Cosme,2010,9,18,0.811511708,1.783073469,0.797385621
2451,Barra Cosme,2010,5,32,0.849070633,1.366526467,0.727822581
2452,Botafuego,2010,10,71,0.467645324,1.076793151,0.439034205
2453,Botafuego,2010,10,32,0.852440957,1.962817839,0.830645161
2454,Botafuego,2010,9,48,0.856730018,1.882428251,0.831560284
2455,Botafuego,2010,6,38,0.710214952,1.272534365,0.655761024
2456,Botafuego,2010,6,22,0.744393744,1.333774539,0.675324675
2457,Carrizal,2010,11,43,0.828313583,1.986209224,0.84496124
2458,Carrizal,2010,19,568,0.582415426,1.714886682,0.699313163
2459,Carrizal,2010,11,217,0.701939113,1.68317648,0.762502133
2460,Carrizal,2010,13,115,0.622316443,1.596210161,0.674141876
2461,Carrizal,2010,15,160,0.657119677,1.779513075,0.761084906
2462,Cayo,2010,11,90,0.824548886,1.977181875,0.816229713
2463,Cayo,2010,20,163,0.704733038,2.111191507,0.807922442
2464,Cayo,2010,14,49,0.693606901,1.830468375,0.710884354
2465,Cayo,2010,17,200,0.658621527,1.8660153,0.754120603
2466,Cayo,2010,18,128,0.602117614,1.740343747,0.670152559
2467,Cobre,2010,12,85,0.838030042,2.082426423,0.847619048
2468,Cobre,2010,14,148,0.663107716,1.749979279,0.757400257
2469,Cobre,2010,17,151,0.492257223,1.394669733,0.533068433
2470,Cobre,2010,16,85,0.891351302,2.471350568,0.904761905
2471,Cobre,2010,7,59,0.736516676,1.433195276,0.734658095
2472,Pardito Norte,2010,12,93,0.635155463,1.578302034,0.67484806
2473,Pardito Norte,2010,16,129,0.695754459,1.929040966,0.803294574
2474,Pardito Norte,2010,16,186,0.674851309,1.871085128,0.785120604
2475,Pardito Norte,2010,23,133,0.797660601,2.5010602,0.894281157
2476,Pardito Norte,2010,14,40,0.879766094,2.32175316,0.894871795
2477,Pardo Sur,2010,15,130,0.791888549,2.144473944,0.820989863
2478,Pardo Sur,2010,25,569,0.649353992,2.090189867,0.825936286
2479,Pardo Sur,2010,26,359,0.742380034,2.418745819,0.865719488
2480,Pardo Sur,2010,22,199,0.785322143,2.427464084,0.872493782
2481,Pardo Sur,2010,22,296,0.592777281,1.83229974,0.723705909
2482,Majahua,2010,8,156,0.618453826,1.286038576,0.668899917
2483,Majahua,2010,10,42,0.894163425,2.058887373,0.869918699
2484,Majahua,2010,10,62,0.74421528,1.71361901,0.776308831
2485,Majahua,2010,9,96,0.421908603,0.927027953,0.397587719
2486,Majahua,2010,9,204,0.522425253,1.147885606,0.573553559
2487,Amor,2010,13,94,0.817703641,2.097368429,0.833905285
2488,Amor,2010,15,118,0.796416171,2.156734973,0.820947414
2489,Amor,2010,14,39,0.831235014,2.193676856,0.865047233
2490,Amor,2010,16,92,0.788501205,2.186189547,0.862398471
2491,Amor,2010,9,223,0.848397036,1.864118819,0.833717125
2492,Agua Verde,2010,11,259,0.544184198,1.304896717,0.614707731
2493,Agua Verde,2010,17,381,0.687016312,1.946463784,0.814408067
2494,Agua Verde,2010,13,175,0.641521331,1.645469727,0.753037767
2495,Agua Verde,2010,18,239,0.644958749,1.864170553,0.764776203
2496,Agua Verde,2010,16,454,0.746549617,2.069875048,0.848071107
2497,Agua Verde,2010,10,83,0.793601307,1.82733454,0.800176315
2498,Agua Verde,2010,17,658,0.5429017,1.538156341,0.647458051
2499,Agua Verde,2010,14,215,0.592757921,1.564322137,0.695718322
2500,Agua Verde,2010,12,43,0.915428375,2.274754056,0.898117386
2501,Agua Verde,2010,8,116,0.477869545,0.993701782,0.43868066
2502,La Brecha,2010,6,46,0.479774594,0.859640672,0.409661836
2503,La Brecha,2010,10,317,0.544860282,1.254587163,0.668011021
2504,La Brecha,2010,9,243,0.417353276,0.917018875,0.537360133
2505,Los Misioneros,2010,12,39,0.848936826,2.109528764,0.866396761
2506,Los Misioneros,2010,22,456,0.699933523,2.163524235,0.844206671
2507,Los Misioneros,2010,15,132,0.861353765,2.332589236,0.891163544
2508,Los Misioneros,2010,10,87,0.666834608,1.535443427,0.64982625
2509,Los Misioneros,2010,21,118,0.710624071,2.163510928,0.799217731
2510,Costa Azul,2010,16,82,0.837079228,2.320876427,0.880758808
2511,Costa Azul,2010,17,90,0.703127286,1.99210961,0.766292135
2512,Costa Azul,2010,8,16,0.869486198,1.80804572,0.841666667
2513,Costa Azul,2010,13,293,0.683909193,1.754192445,0.779582963
2514,Costa Azul,2010,23,308,0.675721015,2.118719335,0.804517958
2515,La Lobera,2010,12,58,0.751518079,1.867452272,0.760435572
2516,La Lobera,2010,15,133,0.365359892,0.989412928,0.372863978
2517,Siete mares,2010,14,51,0.858371234,2.265290897,0.875294118
2518,Siete mares,2010,19,456,0.53488974,1.574950199,0.696298438
2519,Siete mares,2010,18,436,0.4275382,1.235744339,0.500917431
2520,Siete mares,2010,14,64,0.825520072,2.178594796,0.857142857
2521,Siete mares,2010,11,113,0.660225465,1.583151522,0.726611884
2522,El Costeño,2010,16,190,0.656302503,1.819656917,0.757337789
2523,El Costeño,2010,21,350,0.659603107,2.008176461,0.78264429
2524,El Costeño,2010,12,41,0.819543033,2.036487933,0.845121951
2525,El Costeño,2010,18,266,0.717441236,2.073671885,0.829706341
2526,El Costeño,2010,20,223,0.631940487,1.893124512,0.73962752
2527,Tlacopanocha,2010,16,165,0.678653094,1.881625916,0.767997044
2528,Tlacopanocha,2010,18,768,0.455850632,1.317577792,0.604764233
2529,Tlacopanocha,2010,17,323,0.558964896,1.583666801,0.694306098
2530,Tlacopanocha,2010,10,58,0.786102734,1.810068437,0.797943134
2531,Tlacopanocha,2010,13,254,0.462504038,1.186299434,0.574554169
2532,Tlacopanocha,2010,14,138,0.62755628,1.656157002,0.702739871
2533,Tlacopanocha,2010,15,172,0.677247842,1.834021154,0.774513804
2534,Tlacopanocha,2010,18,149,0.709290103,2.050112083,0.809813169
2535,Tlacopanocha,2010,26,376,0.595713569,1.940892316,0.719049645
2536,Tlacopanocha,2010,15,89,0.843580666,2.284458793,0.875638407
2537,Los Nidos,2010,12,38,0.900634757,2.237993297,0.897581792
2538,Los Nidos,2010,7,29,0.735601379,1.431414189,0.719211823
2539,Los Nidos,2010,10,41,0.899053031,2.070146106,0.875609756
2540,Los Nidos,2010,9,57,0.830707209,1.825250296,0.820802005
2541,Los Nidos,2010,23,162,0.840463093,2.635267166,0.895023388
2542,Mesa Pareja,2010,13,96,0.787897169,2.020916338,0.831140351
2543,Mesa Pareja,2010,13,139,0.637949325,1.636307712,0.747158795
2544,Mesa Pareja,2010,14,60,0.775057719,2.045421754,0.838983051
2545,Mesa Pareja,2010,24,227,0.831821798,2.643574452,0.903278625
2546,Mesa Pareja,2010,14,185,0.666948741,1.760115962,0.762455934
2547,Manzanillo,2010,6,29,0.822902613,1.474443548,0.756157635
2548,Manzanillo,2010,10,49,0.834152357,1.920706784,0.834183673
2549,Manzanillo,2010,8,20,0.861394573,1.791219659,0.821052632
2550,Manzanillo,2010,9,48,0.664498728,1.460052936,0.642730496
2551,Manzanillo,2010,18,121,0.816484191,2.359942848,0.877272727
2552,La Reyna,2010,13,75,0.872378469,2.237606593,0.880720721
2553,La Reyna,2010,22,423,0.650636853,2.011146134,0.813238771
2554,La Reyna,2010,16,160,0.734494955,2.03645243,0.800235849
2555,La Reyna,2010,11,300,0.606224688,1.453663313,0.714648829
2556,La Reyna,2010,9,56,0.794580197,1.745871137,0.787012987
2557,La Quebrada,2010,16,140,0.798962197,2.215193576,0.852620761
2558,La Quebrada,2010,13,68,0.871668749,2.235786199,0.877963126
2559,La Quebrada,2010,19,457,0.634297307,1.867649716,0.745748397
2560,La Quebrada,2010,16,187,0.718979307,1.993433919,0.804611581
2561,La Quebrada,2010,18,218,0.788539483,2.279172253,0.866444003
2562,La Diana,2010,7,25,0.951959322,1.852427307,0.863333333
2563,La Diana,2010,12,235,0.605461881,1.504516255,0.658483361
2564,La Diana,2010,22,118,0.746102696,2.306235107,0.840938722
2565,La Diana,2010,4,12,0.825011211,1.143708389,0.696969697
2566,La Diana,2010,14,97,0.478664444,1.26322291,0.476159794
2567,La Diana,2010,18,99,0.680844826,1.967894657,0.770150484
2568,La Diana,2010,17,121,0.676257734,1.915982435,0.766115702
2569,La Diana,2010,11,66,0.614387363,1.473236553,0.617715618
2570,La Diana,2010,18,204,0.607660448,1.756364598,0.74789916
2571,La Diana,2010,15,79,0.807297031,2.186200886,0.860759494
2572,El Papagayo,2010,17,65,0.849853611,2.407816591,0.894230769
2573,El Papagayo,2010,13,71,0.732480877,1.878776354,0.78832998
2574,El Papagayo,2010,23,130,0.868709844,2.72383469,0.925223614
2575,El Papagayo,2010,16,89,0.868959174,2.409266406,0.886108274
2576,El Papagayo,2010,15,124,0.871985437,2.361380337,0.885916601
2577,El Papagayo,2010,14,183,0.699851569,1.846948413,0.737764967
2578,El Papagayo,2010,15,680,0.579369697,1.568962226,0.662210864
2579,El Papagayo,2010,18,204,0.540126766,1.561167149,0.582826234
2580,El Papagayo,2010,15,240,0.614653784,1.664513305,0.726464435
2581,El Papagayo,2010,10,304,0.469753072,1.08164642,0.461221122
2582,El Papagayo,2010,16,273,0.6915045,1.917257578,0.813052144
2583,Punta Botella,2010,10,63,0.808457113,1.861541297,0.795698925
2584,Punta Botella,2010,18,355,0.603827681,1.745286476,0.753433596
2585,Punta Botella,2010,14,149,0.720535153,1.901533578,0.794939235
2586,Punta Botella,2010,14,80,0.704683098,1.859699094,0.729113924
2587,Punta Botella,2010,18,150,0.620362253,1.793077536,0.739955257
2588,Punta Botella,2010,9,32,0.843275868,1.852866463,0.824596774
2589,Punta Botella,2010,23,621,0.49343789,1.547171649,0.62179627
2590,Punta Botella,2010,14,315,0.756560131,1.99660556,0.828308563
2591,Punta Botella,2010,15,71,0.738517861,1.999943443,0.78832998
2592,Punta Botella,2010,10,44,0.705070237,1.623484218,0.688160677
2593,Punta Botella,2010,8,50,0.675239021,1.40412007,0.694693878
2594,Punta Botella,2010,16,72,0.743887268,2.062493449,0.825117371
2595,Punta Botella,2010,15,31,0.830299228,2.248491991,0.847311828
2596,Punta Botella,2010,14,237,0.60968205,1.608985883,0.713580777
2597,Punta Botella,2010,13,89,0.86386494,2.215769823,0.871552605
2598,Tlacoyunque,2010,8,26,0.735880625,1.530220742,0.698461538
2599,Tlacoyunque,2010,8,54,0.852424751,1.772567438,0.78197065
2600,Tlacoyunque,2010,8,15,0.929966032,1.933809999,0.895238095
2601,Tlacoyunque,2010,3,3,1,1.098612289,1
2602,Tlacoyunque,2010,5,12,0.897944474,1.445185879,0.803030303
2603,Rodadero,2010,18,69,0.9220651,2.665110924,0.930520034
2604,Rodadero,2010,22,342,0.636471314,1.967359853,0.775719847
2605,Rodadero,2010,16,429,0.612740638,1.698877782,0.723405878
2606,Rodadero,2010,14,57,0.760763415,2.007698268,0.822681704
2607,Rodadero,2010,12,303,0.438010505,1.088415217,0.53362621
2608,Rodadero,2010,14,188,0.664472293,1.753580474,0.765388554
2609,Rodadero,2010,16,172,0.637961857,1.768805849,0.74629403
2610,Rodadero,2010,13,80,0.576086564,1.477632861,0.596202532
2611,Rodadero,2010,22,669,0.32266648,0.997375789,0.36582888
2612,Rodadero,2010,14,120,0.77584323,2.047494763,0.82464986
2613,San Bernardo,2010,14,95,0.878021378,2.317148754,0.887793953
2614,San Bernardo,2010,22,342,0.607542368,1.877939253,0.730033784
2615,San Bernardo,2010,17,161,0.607519331,1.721231875,0.715062112
2616,San Bernardo,2010,11,51,0.824667285,1.977465784,0.837647059
2617,San Bernardo,2010,16,109,0.601982625,1.669050237,0.656472987
2618,Las Brisas,2010,24,795,0.482729391,1.534139992,0.616982716
2619,Las Brisas,2010,27,368,0.726587387,2.394713496,0.856770525
2620,Los Hornos,2010,17,351,0.508416378,1.440452068,0.602686203
2621,Los Hornos,2010,21,346,0.510221276,1.553380123,0.629002262
2622,Los Hornos,2010,19,324,0.58872008,1.733450352,0.718304476
2623,Los Hornos,2010,22,292,0.724646267,2.239912374,0.817469284
2624,Los Hornos,2010,15,191,0.595006983,1.61130878,0.675778451
2625,San Evaristo,2010,13,111,0.781316065,2.00403614,0.797215397
2626,San Evaristo,2010,13,284,0.331220729,0.849564396,0.358906087
2627,San Evaristo,2010,16,458,0.299857642,0.831381916,0.335948324
2628,San Evaristo,2010,13,187,0.290478387,0.745062352,0.266977172
2629,San Evaristo,2010,11,22,0.879627369,2.109254311,0.878787879
2630,San Francisquito,2010,8,20,0.921985774,1.917215519,0.878947368
2631,San Francisquito,2010,9,128,0.596217547,1.310023847,0.624507874
2632,San Francisquito,2010,13,96,0.591757312,1.517827536,0.598903509
2633,San Francisquito,2010,11,50,0.724785818,1.737960487,0.728979592
2634,San Francisquito,2010,11,60,0.791992743,1.899115655,0.823163842
2635,Playa Luces,2010,13,108,0.801236522,2.055131102,0.835064036
2636,Playa Luces,2010,22,260,0.617711523,1.90937254,0.776655777
2637,Playa Luces,2010,16,109,0.689193463,1.910850023,0.765545362
2638,Playa Luces,2010,16,117,0.722295934,2.00262956,0.782640731
2639,Playa Luces,2010,11,614,0.209143669,0.501504615,0.194828658
2640,Los Balcones,2010,7,107,0.700631907,1.363366738,0.669370481
2641,Los Balcones,2010,7,48,0.757256258,1.473552638,0.737588652
2642,Los Balcones,2010,6,28,0.57216205,1.025176771,0.486772487
2643,Los Balcones,2010,9,268,0.52948051,1.16338759,0.53267371
2644,Los Balcones,2010,10,75,0.715434179,1.647348075,0.72972973
2645,Los Balcones,2010,6,31,0.910685535,1.631729431,0.810752688
2646,Los Balcones,2010,9,129,0.62038563,1.363126553,0.643895349
2647,Los Balcones,2010,13,52,0.882398641,2.263307827,0.888386124
2648,Los Balcones,2010,9,43,0.746770219,1.640821879,0.746400886
2649,Los Balcones,2010,7,92,0.703271207,1.368502578,0.648112757
2650,Los Balcones,2010,11,135,0.633324345,1.518645453,0.628192371
2651,Los Balcones,2010,10,30,0.845021295,1.945733437,0.84137931
2652,Los Balcones,2010,19,197,0.76684732,2.25793514,0.846627991
2653,Los Balcones,2010,13,68,0.889249784,2.280880663,0.890254609
2654,Playa Jaramillo,2010,14,116,0.867896739,2.290429249,0.882908546
2655,Playa Jaramillo,2010,12,107,0.881410575,2.190223,0.867571857
2656,Playa Jaramillo,2010,13,59,0.871019892,2.234121912,0.888953828
2657,Playa Jaramillo,2010,19,193,0.794355428,2.338931085,0.864475389
2658,Playa Jaramillo,2010,8,39,0.636961596,1.324524404,0.582995951
2659,Playa Jaramillo,2010,18,135,0.785385836,2.270057039,0.855610835
2660,San Cosme,2011,15,357,0.679047755,1.83889541,0.80022346
2661,San Cosme,2011,8,75,0.423280849,0.880187781,0.358558559
2662,San Cosme,2011,18,188,0.485403083,1.402995362,0.544828763
2663,San Cosme,2011,10,28,0.798670503,1.839006794,0.804232804
2664,San Cosme,2011,8,125,0.474405338,0.986498167,0.535741935
2665,Seco Norte,2011,10,145,0.719327988,1.656313902,0.762643678
2666,Seco Norte,2011,11,293,0.633034619,1.517950722,0.723222217
2667,Seco Norte,2011,10,181,0.771776683,1.777081485,0.787783917
2668,Seco Sur,2011,12,257,0.649486105,1.613912341,0.712183852
2669,Seco Sur,2011,13,176,0.598170781,1.53427776,0.671168831
2670,Seco Sur,2011,17,256,0.580105842,1.643563613,0.705238971
2671,Barra Cosme,2011,21,85,0.847143967,2.579148817,0.893277311
2672,Barra Cosme,2011,18,110,0.86843096,2.510088321,0.911926606
2673,Barra Cosme,2011,10,52,0.749359782,1.725464664,0.766968326
2674,Barra Cosme,2011,10,89,0.705102091,1.623557563,0.705822268
2675,Barra Cosme,2011,23,63,0.928518842,2.91136546,0.950844854
2676,Carrizal,2011,15,162,0.75206776,2.036637248,0.833218311
2677,Carrizal,2011,15,158,0.607648262,1.645541998,0.723776506
2678,Carrizal,2011,24,173,0.857284281,2.724495594,0.922839091
2679,Carrizal,2011,16,87,0.86580635,2.400524922,0.896017108
2680,Cayo,2011,9,484,0.206596858,0.453939693,0.171825539
2681,Cayo,2011,16,562,0.639796148,1.773891586,0.777367563
2682,Cayo,2011,21,265,0.572422522,1.742753211,0.642109777
2683,Cayo,2011,22,268,0.70697973,2.185304358,0.819777517
2684,Cayo,2011,8,470,0.295702132,0.614895297,0.267758472
2685,Cobre,2011,14,318,0.593050898,1.56509532,0.703489872
2686,Cobre,2011,12,91,0.632608948,1.571974181,0.686935287
2687,Cobre,2011,8,11,0.948450312,1.972246979,0.927272727
2688,Cobre,2011,10,82,0.821423409,1.891397297,0.818428184
2689,Cobre,2011,16,228,0.673948859,1.868583007,0.80925883
2690,Pardito Norte,2011,11,198,0.788163107,1.88993259,0.826693329
2691,Pardito Norte,2011,9,159,0.826545704,1.816106536,0.815221718
2692,Pardito Norte,2011,13,131,0.653396589,1.675929161,0.74351145
2693,Pardito Norte,2011,19,390,0.74721723,2.200135539,0.833603586
2694,Pardito Norte,2011,12,136,0.827173474,2.055448867,0.845098039
2695,Pardo Sur,2011,21,191,0.858664485,2.61422329,0.907467622
2696,Pardo Sur,2011,23,323,0.773441896,2.425122591,0.887141126
2697,Pardo Sur,2011,14,129,0.842953297,2.224602078,0.874757752
2698,Amor,2011,12,72,0.855908891,2.126853695,0.863849765
2699,Amor,2011,25,506,0.621111714,1.999281481,0.794082887
2700,Amor,2011,19,228,0.783489236,2.306936246,0.877772625
2701,Amor,2011,12,84,0.590924392,1.468391952,0.618187034
2702,Amor,2011,8,49,0.724998128,1.507591226,0.725340136
2703,Mazunte,2011,4,86,0.76022585,1.053896809,0.620246238
2704,Mazunte,2011,4,63,0.905026047,1.254632506,0.694316436
2705,Mazunte,2011,5,93,0.888361412,1.429762536,0.728377747
2706,Mazunte,2011,4,135,0.885438664,1.227478628,0.683360973
2707,Mazunte,2011,3,56,0.818586443,0.899309126,0.532467532
2708,Agua Verde,2011,17,221,0.717724865,2.033467665,0.816001645
2709,Agua Verde,2011,17,245,0.539947366,1.529786082,0.654098361
2710,Agua Verde,2011,11,50,0.799958981,1.918217859,0.804081633
2711,Agua Verde,2011,10,96,0.696631961,1.604054369,0.689035088
2712,Agua Verde,2011,7,229,0.684125875,1.331247483,0.671876197
2713,Agua Verde,2011,16,149,0.661927577,1.835252935,0.763105387
2714,Agua Verde,2011,12,308,0.530683329,1.318698532,0.669508016
2715,Agua Verde,2011,10,115,0.689847775,1.588433203,0.727688787
2716,Agua Verde,2011,10,91,0.79049648,1.820185411,0.803907204
2717,La Brecha,2011,13,422,0.771575364,1.979051735,0.819882699
2718,La Brecha,2011,8,95,0.71670654,1.490349353,0.704591265
2719,La Brecha,2011,13,176,0.561007442,1.438955678,0.632142857
2720,Los Misioneros,2011,11,257,0.548858671,1.316105613,0.628891051
2721,Los Misioneros,2011,9,127,0.668684383,1.469249761,0.716535433
2722,Los Misioneros,2011,13,68,0.745726842,1.912751585,0.773046532
2723,Los Misioneros,2011,15,83,0.808389501,2.18915935,0.857772554
2724,Los Misioneros,2011,12,89,0.761833702,1.893085633,0.813840654
2725,Los Misioneros,2011,15,47,0.845811764,2.290500717,0.876040703
2726,Costa Azul,2011,28,1681,0.524574233,1.747988626,0.681820628
2727,Costa Azul,2011,5,581,0.688150312,1.107535201,0.625906582
2728,Costa Azul,2011,21,153,0.700998877,2.13420681,0.814585483
2729,Costa Azul,2011,25,372,0.656665141,2.113723548,0.781134974
2730,La Lobera,2011,16,690,0.431542488,1.196489835,0.533775057
2731,La Lobera,2011,18,56,0.875613347,2.530848088,0.901298701
2732,La Lobera,2011,13,41,0.851509799,2.184079511,0.865853659
2733,La Lobera,2011,13,53,0.84540316,2.168416292,0.862119013
2734,La Lobera,2011,18,208,0.486343586,1.405713765,0.534466741
2735,La Lobera,2011,18,61,0.840809077,2.430250811,0.895628415
2736,Siete mares,2011,20,125,0.799809526,2.396015209,0.874709677
2737,Siete mares,2011,22,332,0.739211677,2.284934677,0.865668111
2738,Siete mares,2011,19,186,0.708621314,2.086492219,0.782679454
2739,Siete mares,2011,14,459,0.405096041,1.069071677,0.411260477
2740,Siete mares,2011,18,101,0.813486682,2.35127893,0.869306931
2741,El Costeño,2011,13,22,0.921120017,2.362626196,0.926406926
2742,El Costeño,2011,10,103,0.642370611,1.479112994,0.636017514
2743,El Costeño,2011,12,100,0.828303291,2.058256356,0.858787879
2744,El Costeño,2011,15,188,0.801917714,2.171633426,0.854875412
2745,El Costeño,2011,18,114,0.772050704,2.231513551,0.827200745
2746,Tlacopanocha,2011,17,323,0.557522435,1.579580002,0.704074765
2747,Tlacopanocha,2011,10,131,0.760851618,1.751925594,0.773576042
2748,Tlacopanocha,2011,13,79,0.824970973,2.116008767,0.857513794
2749,Tlacopanocha,2011,13,463,0.50444116,1.29386603,0.620983049
2750,Tlacopanocha,2011,19,95,0.844289152,2.48595789,0.901007839
2751,Tlacopanocha,2011,11,55,0.750272585,1.799075084,0.793939394
2752,Tlacopanocha,2011,1,1,0,0,0
2753,Tlacopanocha,2011,19,241,0.749736456,2.207553244,0.84049101
2754,Tlacopanocha,2011,12,117,0.64990966,1.614964836,0.72207486
2755,Tlacopanocha,2011,10,180,0.593552344,1.36670478,0.599130975
2756,Tlacopanocha,2011,17,252,0.581428253,1.647310285,0.686302409
2757,Los Nidos,2011,16,468,0.644153755,1.785973436,0.772827102
2758,Los Nidos,2011,14,114,0.672251668,1.774110692,0.752212389
2759,Los Nidos,2011,9,37,0.698683805,1.535165228,0.686186186
2760,Los Nidos,2011,11,140,0.475680099,1.140631061,0.476567318
2761,Los Nidos,2011,17,63,0.83462815,2.364679612,0.888888889
2762,Los Nidos,2011,7,54,0.895280618,1.742135641,0.823899371
2763,Mesa Pareja,2011,14,99,0.81485989,2.150461965,0.841475984
2764,Mesa Pareja,2011,11,55,0.684433733,1.641200413,0.736700337
2765,Mesa Pareja,2011,17,162,0.71829944,2.035095559,0.819722414
2766,Mesa Pareja,2011,7,134,0.549482123,1.069242839,0.516103692
2767,Mesa Pareja,2011,9,84,0.745311091,1.637615848,0.735800344
2768,Manzanillo,2011,8,86,0.61440939,1.277628408,0.607934337
2769,Manzanillo,2011,7,115,0.722286298,1.405504239,0.683905416
2770,Manzanillo,2011,6,24,0.811999396,1.454907607,0.739130435
2771,Manzanillo,2011,12,81,0.887960238,2.2064983,0.877469136
2772,Manzanillo,2011,15,41,0.93462945,2.531023469,0.932926829
2773,La Reyna,2011,16,240,0.622480519,1.725882468,0.733716876
2774,La Reyna,2011,13,643,0.54278657,1.392220065,0.672131704
2775,La Reyna,2011,15,140,0.667467128,1.80753449,0.747482014
2776,La Reyna,2011,14,162,0.648327769,1.71097415,0.729238555
2777,La Reyna,2011,15,249,0.503432042,1.363319243,0.564257028
2778,La Quebrada,2011,13,355,0.52995267,1.359301761,0.668894724
2779,La Quebrada,2011,18,595,0.492470838,1.423423803,0.632996633
2780,La Quebrada,2011,6,118,0.61057348,1.094000814,0.597421411
2781,La Quebrada,2011,17,281,0.599773356,1.699285876,0.722445348
2782,La Quebrada,2011,11,417,0.419428969,1.005746741,0.457952868
2783,Punta Aguja,2011,19,291,0.627713113,1.848262958,0.723308449
2784,Punta Aguja,2011,22,669,0.515576469,1.593668754,0.61832389
2785,Punta Aguja,2011,9,148,0.551150749,1.211001971,0.569130355
2786,Punta Aguja,2011,8,157,0.64592264,1.343158371,0.705536502
2787,Punta Aguja,2011,18,170,0.73441892,2.122743705,0.810929342
2788,La Diana,2011,14,44,0.836156887,2.206665961,0.871035941
2789,La Diana,2011,17,209,0.67023698,1.898924356,0.756900994
2790,La Diana,2011,15,43,0.903861841,2.44770324,0.916943522
2791,La Diana,2011,11,69,0.613088113,1.470121089,0.624893436
2792,La Diana,2011,14,39,0.783679325,2.068174668,0.820512821
2793,La Diana,2011,18,65,0.891127173,2.575688815,0.919230769
2794,La Diana,2011,18,282,0.629001865,1.818049227,0.731127432
2795,La Diana,2011,14,127,0.79743598,2.104479267,0.848268966
2796,La Diana,2011,15,66,0.742901019,2.011813255,0.806993007
2797,La Diana,2011,13,211,0.659590214,1.691815496,0.741412774
2798,La Diana,2011,18,158,0.743554934,2.149150182,0.850842538
2799,El Papagayo,2011,16,150,0.757572635,2.100437343,0.816823266
2800,El Papagayo,2011,20,98,0.859831192,2.575824052,0.910793183
2801,El Papagayo,2011,6,13,0.907499427,1.626020692,0.833333333
2802,El Papagayo,2011,11,133,0.774658333,1.857549554,0.7949419
2803,El Papagayo,2011,7,82,0.496075502,0.965318354,0.469135802
2804,El Papagayo,2011,17,67,0.902269596,2.556322259,0.920850294
2805,El Papagayo,2011,10,160,0.519292873,1.195716029,0.556289308
2806,El Papagayo,2011,20,132,0.848754772,2.542642063,0.899953736
2807,El Papagayo,2011,16,207,0.643581754,1.784387512,0.764316871
2808,El Papagayo,2011,11,53,0.86139342,2.065531209,0.858490566
2809,El Papagayo,2011,15,75,0.527485875,1.42845823,0.548828829
2810,Punta Botella,2011,16,298,0.67321732,1.86655475,0.762185615
2811,Punta Botella,2011,17,231,0.792387675,2.245003334,0.849275362
2812,Punta Botella,2011,7,83,0.535765902,1.042552307,0.550984426
2813,Punta Botella,2011,12,67,0.787292892,1.956349344,0.82180009
2814,Punta Botella,2011,11,33,0.857731272,2.056749762,0.863636364
2815,Punta Botella,2011,7,23,0.834809634,1.624464539,0.790513834
2816,Punta Botella,2011,10,48,0.767793527,1.767909929,0.74822695
2817,Punta Botella,2011,15,126,0.772549153,2.09210189,0.836571429
2818,Punta Botella,2011,14,49,0.819753933,2.163377627,0.853741497
2819,Rodadero,2011,19,108,0.562953128,1.657581133,0.65610938
2820,Rodadero,2011,16,283,0.696108531,1.930022662,0.797358595
2821,Rodadero,2011,9,49,0.783123839,1.720698946,0.777210884
2822,Rodadero,2011,17,191,0.633488701,1.794808641,0.699255993
2823,Rodadero,2011,19,194,0.690318935,2.032601981,0.786175952
2824,Rodadero,2011,15,439,0.376087414,1.018463597,0.443047191
2825,Rodadero,2011,7,64,0.731233734,1.422915145,0.702380952
2826,Rodadero,2011,16,268,0.392499382,1.08823936,0.431857566
2827,Rodadero,2011,25,349,0.602998932,1.940978684,0.726509238
2828,San Bernardo,2011,24,412,0.823818048,2.618138104,0.910282758
2829,San Bernardo,2011,12,101,0.83493582,2.074737571,0.845148515
2830,San Bernardo,2011,18,94,0.879692505,2.542638372,0.90848776
2831,San Bernardo,2011,25,523,0.574103704,1.847968534,0.744093536
2832,San Bernardo,2011,13,198,0.687219615,1.76268351,0.73875814
2833,San Bernardo,2011,16,131,0.840737397,2.331019026,0.889136817
2834,Las Brisas,2011,16,237,0.762452373,2.113966852,0.829686047
2835,Las Brisas,2011,11,40,0.844278297,2.024490937,0.855128205
2836,Las Brisas,2011,11,216,0.72624009,1.74144768,0.790482343
2837,Las Brisas,2011,15,91,0.675470897,1.829209099,0.744322344
2838,Las Brisas,2011,9,69,0.747773771,1.643026909,0.751065644
